game_id,game_date,DayOfWeek,location,game_duration,final_score_red,final_score_blue,winner,player_id,player_canonical_name,team_color,player_role,player_goals,player_own_goals,player_assists,player_saves,referee,attendance_count,season,recorded_by,rating_raw,player_comment
G020212,2024-05-30,Thursday,CAMPUS - CAFETERIA,742,3,2,RED,P0647,Chloe Nakamura,RED,DEFENSE,3,0,0,5,NONE,3,2024/2025,admin,,amazing comeback!
G015051,2023-12-25,Monday,CAFETERIA (1ST FLOOR),1200,1,7,BLUE,P0450,Mohamed Lopez,RED,ATTACK,0,0,3,8,NO,5,2025,GoPro,4,no comment
G023928,2025-12-05,Friday,YNOV TOULOUSE,780,2,9,BLUE,P0795,Pierre Garnier,BLUE,ATTACK,6,0,0,10,NONE,4,2024/2025,admin,,
G023966,2023-05-22,Monday,GYM HALL,780,2,0,RED,P0412,Sam Rousseau,RED,ATTACK,0,0,3,2,SAM ROSSI,7,2023/2024,referee,,
G012862,2024-09-08,Sunday,CAFETERIA (1ST FLOOR),840,8,0,RED,P0389,Alex Richard,RED,DEFENSE,2,0,5,0,MORGAN KIM,,2024/2025,admin,,beer spilled
G011258,2024-07-05,Friday,LAB 204,372,10,4,RED,P0034,Liam Bianchi,RED,ATTACK,8,0,5,7,NONE,5,2024/2025,player phone,,ref biased
G020782,2025-07-17,Thursday,YNOV TOULOUSE,911,4,1,RED,P0613,Mateo Silva,BLUE,DEFENSE,0,0,2,1,CHRIS RICHARD,,2024/2025,camera,5,table slippery
G005534,2023-12-06,Wednesday,YNOV TOULOUSE,1141,5,1,RED,P0510,Noah Moreau,BLUE,ATTACK,0,0,4,3,NONE,8,2025,phone,,beer spilled
G015816,2025-10-09,Thursday,LAB 204,3200,3,6,BLUE,P0203,Diego Philippe,BLUE,ATTACK,6,0,2,10,NONE,5,2025,GoPro,,ref biased
G19375,2025-07-23,Wednesday,STUDENT HOUSE,780,9,0,RED,P0526,Liam Lopez,BLUE,DEFENSE,0,0,1,6,NONE,7,2024/2025,Discord Bot,,beer spilled
G018988,2024-10-08,Tuesday,BAR LE FOOS,960,9,5,RED,P0364,Sarah Morel,BLUE,DEFENSE,0,0,3,7,NONE,5,2024/2025,referee,4,beer spilled
G023944,2023-06-01,Thursday,CAFETERIA (1ST FLOOR),498,8,8,DRAW,P0237,Julie Andre,RED,DEFENSE,3,0,4,10,MILA MOREAU,6,2023/2024,GoPro,,close match
G010677,2023-03-23,Thursday,YNOV TOULOUSE,555,9,10,BLUE,P0771,Pierre Philippe,RED,ATTACK,9,0,1,10,NONE,4,2024/2025,admin,,
G002587,2025-12-24,Wednesday,YNOV TOULOUSE,926,4,6,BLUE,P0790,Chris Leroy,RED,ATTACK,2,0,1,0,ETHAN LAURENT,3,2024/2025,camera,,close match
G009376,2025-08-15,Friday,GYM HALL,1035,9,8,RED,P0509,Noah Lopez,BLUE,DEFENSE,4,0,1,0,NONE,8,2024/2025,player phone,5,no comment
G015910,2025-08-20,Wednesday,YNOV TOULOUSE,2382,2,4,BLUE,P0039,Antoine Petit,RED,DEFENSE,0,0,2,9,NONE,,2025,player phone,,team spirit high
G018958,2023-11-06,Monday,CAMPUS - CAFETERIA,2033,6,0,RED,P0537,Carlos Clement,BLUE,DEFENSE,0,0,1,5,NONE,5,2024/2025,admin,2,team spirit high
G014348,2024-01-28,Sunday,GYM HALL,545,6,9,BLUE,P0152,Eric Martin,BLUE,DEFENSE,9,0,0,0,MAYA ROBERT,2,2023/2024,player phone,,rage quit
G010129,2023-09-30,Saturday,GYM HALL,2349,1,5,BLUE,P0253,Chloe Muller,BLUE,DEFENSE,5,0,0,1,YES,8,2023/2024,GoPro,,
G020015,2024-02-14,Wednesday,STUDENT HOUSE,540,10,4,RED,P0718,Julien Muller,RED,ATTACK,9,0,0,8,NONE,5,2024/2025,player phone,,rage quit
G003857,2025-05-16,Friday,STUDENT HOUSE,1944,6,1,RED,P0496,Chris Richard,BLUE,DEFENSE,1,0,4,6,CHLOE ROSSI,8,2024/2025,phone,1,table slippery
G017029,2024-05-19,Sunday,YNOV TOULOUSE,1101,10,3,RED,P0118,Ethan Clement,RED,ATTACK,1,0,3,0,NONE,6,2024/2025,referee,2,rage quit
G020019,2023-02-14,Tuesday,GYM HALL,623,4,10,BLUE,P0750,Mateo Bernard,BLUE,DEFENSE,0,0,2,2,AVA PETIT,4,2023/2024,admin,1,team spirit high
G022404,2025-10-08,Wednesday,CAFETERIA (1ST FLOOR),1020,2,5,BLUE,P0507,Maya Rossi,RED,ATTACK,1,0,2,2,NONE,4,2024/2025,player phone,2,
G014677,2024-06-30,Sunday,SALLE POLYVALENTE,900,8,10,BLUE,P0256,Mateo Garnier,BLUE,DEFENSE,8,0,4,6,NONE,6,2025,admin,,ref biased
G006381,2024-11-05,Tuesday,LAB 204,1020,10,7,RED,P0006,Ethan Blanc,BLUE,DEFENSE,5,0,1,9,NONE,2,2025,auto_recorder,3,close match
G022936,2023-02-19,Sunday,STUDENT HOUSE,848,0,3,BLUE,P0181,Chris Blanc,BLUE,DEFENSE,3,0,4,2,NONE,8,2024/2025,phone,,8 goals in one minute
G022796,2025-02-09,Sunday,SALLE POLYVALENTE,503,8,4,RED,P0768,Alex Thomas,RED,ATTACK,7,0,3,10,NONE,6,2024/2025,phone,,
G014073,2024-02-19,Monday,BAR LE FOOS,3261,4,5,BLUE,P0498,Julie Andre,BLUE,ATTACK,4,0,0,9,NONE,3,2024/2025,player phone,,table slippery
G023267,2023-06-21,Wednesday,STUDENT HOUSE,2389,3,2,RED,P0285,Sofia Clement,RED,DEFENSE,0,0,1,4,PIERRE BIANCHI,4,2023/2024,GoPro,4,rage quit
G002136,2024-12-27,Friday,CAFETERIA (1ST FLOOR),1002,0,3,BLUE,P0342,Pierre Nakamura,BLUE,ATTACK,2,0,2,10,JULIE DURAND,4,2024/2025,Discord Bot,2,
G011591,2024-01-25,Thursday,YNOV TOULOUSE,660,8,2,RED,P0695,Jamie Martin,RED,DEFENSE,6,0,4,1,CARLOS GARCIA,4,2025,referee,,
G008958,2024-11-17,Sunday,GYM HALL,1107,1,10,BLUE,P0249,Sam Kovacs,RED,DEFENSE,0,0,3,2,SARAH ROUSSEAU,4,2024/2025,Discord Bot,3,team spirit high
G007865,2023-03-27,Monday,SALLE POLYVALENTE,2684,3,6,BLUE,P0686,Liam Andre,RED,DEFENSE,3,0,4,7,ANTOINE SCHMIDT,5,2024/2025,player phone,,spectacular assist
G007428,2023-02-23,Thursday,SALLE POLYVALENTE,668,3,1,RED,P0106,Leo Moreau,RED,ATTACK,3,0,0,7,YES,6,2024/2025,phone,5,close match
G006629,2025-06-30,Monday,YNOV TOULOUSE,1020,5,1,RED,P0351,Jordan Robert,BLUE,ATTACK,1,0,5,2,NONE,4,2023/2024,player phone,3,team spirit high
G023481,2023-02-15,Wednesday,YNOV TOULOUSE,1661,3,8,BLUE,P0632,Maya Silva,RED,DEFENSE,0,0,1,8,NONE,7,2025,referee,3,ref biased
G003884,2023-05-07,Sunday,BAR LE FOOS,840,4,10,BLUE,P0285,Sofia Clement,RED,ATTACK,1,0,1,8,NO,4,2024/2025,admin,,no comment
G003251,2023-04-03,Monday,GYM HALL,1140,2,3,BLUE,P0568,Carlos Muller,RED,DEFENSE,1,0,3,1,LEO GARNIER,6,2024/2025,camera,,8 goals in one minute
G010536,2023-11-10,Friday,LAB 204,791,9,9,DRAW,P0654,Julie Mercier,BLUE,ATTACK,8,0,4,7,NONE,8,2023/2024,admin,,8 goals in one minute
G008108,2023-04-18,Tuesday,STUDENT HOUSE,1140,5,2,RED,P0487,Paul Petit,BLUE,DEFENSE,2,0,1,6,PLAYER1,4,2024/2025,phone,2,rage quit
G016734,2024-05-16,Thursday,LAB 204,2023,4,5,BLUE,P0549,Lucas Morel,BLUE,DEFENSE,3,0,0,0,MORGAN PETIT,2,2023/2024,phone,1,team spirit high
G001118,2025-03-14,Friday,GYM HALL,1204,2,3,BLUE,P0706,Paul Schmidt,RED,DEFENSE,1,0,2,4,NONE,4,2024/2025,GoPro,3,rage quit
G007731,2025-12-06,Saturday,YNOV TOULOUSE,750,7,5,RED,P0076,Eric Garcia,RED,DEFENSE,2,0,2,8,NONE,,2024/2025,camera,,
G014782,2023-07-26,Wednesday,STUDENT HOUSE,825,3,2,RED,P0031,Antoine Mercier,BLUE,DEFENSE,0,0,5,8,OLIVIA RICHARD,4,2024/2025,phone,3,beer spilled
G004514,2023-10-10,Tuesday,SALLE POLYVALENTE,780,1,10,BLUE,P0541,Sarah Rossi,BLUE,DEFENSE,7,0,5,1,HUGO BLANC,4,2024/2025,admin,1,close match
G006803,2024-12-06,Friday,SALLE POLYVALENTE,950,2,10,BLUE,P0349,Paul Clement,BLUE,ATTACK,6,0,0,9,NONE,4,2025,player phone,,beer spilled
G007196,2025-09-04,Thursday,YNOV TOULOUSE,880,9,7,RED,P0378,Julien Leroy,RED,DEFENSE,8,0,5,6,PLAYER1,3,2024/2025,referee,3,rage quit
G016409,2024-11-05,Tuesday,YNOV TOULOUSE,1080,4,6,BLUE,P0472,Diego Andre,BLUE,DEFENSE,1,0,3,0,YES,4,2025,phone,1,ref biased
G014348,2024-01-28,Sunday,GYM HALL,545,6,9,BLUE,P0499,Ava Schmidt,BLUE,DEFENSE,5,0,2,5,MAYA ROBERT,2,2023/2024,player phone,,8 goals in one minute
G020439,2023-03-14,Tuesday,YNOV TOULOUSE,480,7,10,BLUE,P0633,Camille Lopez,BLUE,ATTACK,0,0,2,3,MAYA LOPEZ,8,2023/2024,admin,5,rage quit
G023929,2023-09-30,Saturday,CAFETERIA (1ST FLOOR),483,10,1,RED,P0031,Antoine Mercier,BLUE,DEFENSE,1,0,1,9,ANA PHILIPPE,6,2024/2025,GoPro,1,amazing comeback!
G020178,2023-09-29,Friday,YNOV TOULOUSE,1114,1,3,BLUE,P0161,Sarah Silva,RED,ATTACK,1,0,3,0,NONE,2,2024/2025,player phone,4,ref biased
G009517,2024-07-17,Wednesday,STUDENT HOUSE,1162,10,6,RED,P0764,Emma Kovacs,RED,DEFENSE,2,0,2,2,OLIVIA ANDRE,2,2024/2025,auto_recorder,2,rage quit
G020513,2025-04-12,Saturday,YNOV TOULOUSE,685,3,3,DRAW,P0369,Lena Kim,RED,ATTACK,1,0,4,5,NONE,,2024/2025,referee,,close match
G000399,2024-10-11,Friday,BAR LE FOOS,300,5,10,BLUE,P0624,Morgan Kovacs,BLUE,DEFENSE,7,0,4,5,ALEX NAKAMURA,2,2025,Discord Bot,5,
G013289,2024-12-10,Tuesday,CAMPUS - CAFETERIA,524,4,5,BLUE,P0140,Camille Rossi,BLUE,DEFENSE,5,0,0,3,NONE,2,2024/2025,referee,4,
G005372,2023-08-14,Monday,YNOV TOULOUSE,669,4,1,RED,P0559,Leo Leroy,RED,DEFENSE,3,0,4,8,NONE,4,2025,player phone,3,8 goals in one minute
G019557,2024-11-19,Tuesday,YNOV TOULOUSE,387,10,3,RED,P0633,Camille Lopez,RED,DEFENSE,4,0,3,7,NO,4,2023/2024,referee,1,spectacular assist
G023595,2024-04-14,Sunday,GYM HALL,593,9,7,RED,P0154,Julie Morel,RED,ATTACK,3,0,5,1,CARLOS LEROY,4,2024/2025,GoPro,,close match
G012795,2023-06-06,Tuesday,YNOV TOULOUSE,336,4,1,RED,P0553,Ethan Blanc,RED,DEFENSE,0,0,4,10,LUC ROBERT,4,2024/2025,GoPro,,no comment
G003376,2023-11-04,Saturday,BAR LE FOOS,816,2,3,BLUE,P0486,Mohamed Faure,BLUE,ATTACK,2,0,2,8,ALEX LAURENT,8,2024/2025,camera,4,amazing comeback!
G011630,2024-03-03,Sunday,GYM HALL,680,7,7,DRAW,P0394,Casey Mercier,BLUE,DEFENSE,3,0,2,2,NONE,2,2024/2025,player phone,,
G010438,2024-11-30,Saturday,STUDENT HOUSE,1176,4,3,RED,P0492,Olivia Lopez,RED,ATTACK,3,0,5,2,YOUSSEF CLEMENT,3,2023/2024,admin,,beer spilled
G017686,2024-03-18,Monday,YNOV TOULOUSE,1160,9,2,RED,P0543,Mila Philippe,RED,ATTACK,5,0,1,9,NONE,4,2024/2025,camera,1,rage quit
G008791,2025-12-11,Thursday,CAMPUS - CAFETERIA,1593,2,6,BLUE,P0425,Maria Bianchi,RED,ATTACK,2,0,2,0,NONE,8,2024/2025,GoPro,,table slippery
G002002,2025-10-13,Monday,CAMPUS - CAFETERIA,857,2,3,BLUE,P0116,Liam Martin,BLUE,DEFENSE,3,0,5,2,NONE,3,2025,player phone,3,team spirit high
G007731,2025-12-06,Saturday,YNOV TOULOUSE,750,7,5,RED,P0760,Ethan Robert,RED,DEFENSE,7,0,4,7,NONE,,2024/2025,camera,,team spirit high
G016911,2024-03-08,Friday,BAR LE FOOS,300,4,1,RED,P0016,Leo Silva,BLUE,DEFENSE,0,0,1,0,NONE,4,2023/2024,referee,,beer spilled
G001243,2025-10-14,Tuesday,STUDENT HOUSE,1023,10,0,RED,P0412,Sam Rousseau,RED,DEFENSE,0,0,0,0,NONE,7,2024/2025,GoPro,,table slippery
G007869,2025-01-02,Thursday,LAB 204,1089,2,10,BLUE,P0411,Olivia Schmidt,BLUE,DEFENSE,6,0,3,5,ANA GARNIER,4,2025,Discord Bot,,beer spilled
G007295,2024-07-14,Sunday,YNOV TOULOUSE,300,0,10,BLUE,P0780,Ana Girard,RED,ATTACK,0,0,4,1,YES,6,2023/2024,Discord Bot,3,rage quit
G023807,2025-06-12,Thursday,GYM HALL,708,9,3,RED,P0477,Eric Silva,BLUE,DEFENSE,0,0,5,0,NONE,6,2023/2024,Discord Bot,,8 goals in one minute
G011011,2024-12-10,Tuesday,YNOV TOULOUSE,1116,0,8,BLUE,P0046,Lena Garnier,BLUE,DEFENSE,0,0,2,3,ISABELLA THOMAS,5,2024/2025,auto_recorder,3,team spirit high
G012795,2023-06-06,Tuesday,YNOV TOULOUSE,336,4,1,RED,P0407,Hugo Bernard,RED,ATTACK,3,0,1,4,LUC ROBERT,4,2024/2025,GoPro,,no comment
G018707,2024-09-02,Monday,BAR LE FOOS,3596,9,6,RED,P0176,Hugo Garnier,RED,ATTACK,8,0,4,6,NONE,7,2024/2025,camera,4,8 goals in one minute
G010131,2023-01-20,Friday,YNOV TOULOUSE,819,10,7,RED,P0025,Sam Rossi,RED,DEFENSE,3,0,4,3,LUCAS LAURENT,5,2025,GoPro,,spectacular assist
G022310,2023-01-30,Monday,YNOV TOULOUSE,720,9,4,RED,P0387,Taylor Bianchi,RED,ATTACK,3,0,1,8,NONE,7,2024/2025,auto_recorder,,
G019170,2024-04-01,Monday,CAMPUS - CAFETERIA,2550,10,4,RED,P0721,Alex Andre,RED,ATTACK,1,0,1,10,PLAYER1,4,2025,auto_recorder,4,team spirit high
G015263,2023-08-23,Wednesday,GYM HALL,674,9,4,RED,P0554,Youssef Martin,BLUE,DEFENSE,4,0,1,6,NOAH SCHMIDT,4,2023/2024,camera,3,spectacular assist
G011254,2024-12-10,Tuesday,CAFETERIA (1ST FLOOR),1125,7,7,DRAW,P0122,Jordan Richard,RED,ATTACK,6,0,1,3,NONE,3,2024/2025,camera,,ref biased
G003697,2023-12-21,Thursday,YNOV TOULOUSE,870,1,5,BLUE,P0375,Sarah Thomas,RED,ATTACK,1,0,0,6,NONE,2,2024/2025,auto_recorder,,close match
G022478,2023-07-01,Saturday,SALLE POLYVALENTE,540,6,1,RED,P0140,Camille Rossi,RED,DEFENSE,0,0,2,7,NONE,5,2024/2025,camera,,
G017906,2023-07-22,Saturday,CAFETERIA (1ST FLOOR),616,6,4,RED,P0121,Taylor Silva,BLUE,ATTACK,4,0,4,3,NONE,8,2024/2025,auto_recorder,1,ref biased
G023966,2023-05-22,Monday,GYM HALL,780,2,0,RED,P0164,Mateo Laurent,BLUE,DEFENSE,0,0,1,0,SAM ROSSI,7,2023/2024,referee,,ref biased
G019855,2025-09-07,Sunday,SALLE POLYVALENTE,1020,10,8,RED,P0140,Camille Rossi,BLUE,DEFENSE,4,0,2,8,NONE,4,2025,camera,2,beer spilled
G003558,2024-08-17,Saturday,BAR LE FOOS,691,4,3,RED,P0506,Maya Durand,BLUE,DEFENSE,3,0,2,4,NONE,6,2024/2025,referee,4,amazing comeback!
G013282,2023-07-27,Thursday,YNOV TOULOUSE,967,4,3,RED,P0371,Maria Philippe,RED,ATTACK,3,0,1,7,ISABELLA GARNIER,5,2023/2024,auto_recorder,,no comment
G024765,2024-11-28,Thursday,LAB 204,3546,2,9,BLUE,P0799,Sarah Bernard,BLUE,DEFENSE,8,0,3,9,MILA GARCIA,4,2025,phone,,spectacular assist
G017686,2024-03-18,Monday,YNOV TOULOUSE,1160,9,2,RED,P0299,Mohamed Schmidt,RED,DEFENSE,9,0,2,9,NONE,4,2024/2025,camera,1,amazing comeback!
G004602,2024-02-03,Saturday,GYM HALL,960,9,6,RED,P0638,Youssef Kovacs,RED,ATTACK,6,0,4,6,LENA NAKAMURA,8,2023/2024,phone,,team spirit high
G004514,2023-10-10,Tuesday,SALLE POLYVALENTE,780,1,10,BLUE,P0259,Emma Rousseau,RED,ATTACK,0,0,3,9,HUGO BLANC,4,2024/2025,admin,1,team spirit high
G012508,2024-11-10,Sunday,YNOV TOULOUSE,840,5,9,BLUE,P0499,Ava Schmidt,BLUE,ATTACK,0,0,0,0,TAYLOR LEROY,6,2023/2024,phone,2,8 goals in one minute
G015236,2025-07-25,Friday,YNOV TOULOUSE,745,4,9,BLUE,P0502,Ana Kim,RED,ATTACK,1,0,0,0,NONE,8,2024/2025,auto_recorder,4,rage quit
G022404,2025-10-08,Wednesday,CAFETERIA (1ST FLOOR),1020,2,5,BLUE,P0686,Liam Andre,RED,DEFENSE,1,0,1,8,NONE,4,2024/2025,player phone,2,no comment
G023630,2024-04-12,Friday,YNOV TOULOUSE,720,9,10,BLUE,P0389,Alex Richard,BLUE,DEFENSE,7,0,5,9,NONE,8,2025,phone,,beer spilled
G006030,2025-03-08,Saturday,YNOV TOULOUSE,900,10,4,RED,P0492,Olivia Lopez,RED,DEFENSE,3,0,0,3,NONE,4,2023/2024,player phone,4,rage quit
G014043,2023-05-03,Wednesday,BAR LE FOOS,600,6,5,RED,P0393,Jamie Morel,BLUE,ATTACK,4,0,1,1,NONE,8,2024/2025,GoPro,1,spectacular assist
G004163,2023-06-20,Tuesday,SALLE POLYVALENTE,600,6,1,RED,P0317,Eric Nakamura,RED,DEFENSE,1,0,1,3,NONE,,2024/2025,GoPro,3,close match
G010743,2025-04-28,Monday,CAMPUS - CAFETERIA,840,2,2,DRAW,P0636,Maria Garnier,RED,ATTACK,2,0,3,2,ANA PHILIPPE,6,2024/2025,phone,,rage quit
G014677,2024-06-30,Sunday,SALLE POLYVALENTE,900,8,10,BLUE,P0581,Alex Lopez,BLUE,ATTACK,4,0,4,2,NONE,6,2025,admin,,team spirit high
G019861,2023-06-06,Tuesday,CAFETERIA (1ST FLOOR),1041,7,2,RED,P0302,Carlos Garcia,BLUE,ATTACK,1,0,0,7,NONE,2,2023/2024,player phone,3,team spirit high
G000495,2025-01-21,Tuesday,BAR LE FOOS,994,6,8,BLUE,P0646,Leo Silva,RED,DEFENSE,3,0,1,7,NONE,5,2024/2025,GoPro,4,close match
G018113,2023-01-23,Monday,BAR LE FOOS,1019,3,0,RED,P0591,Sofia Girard,BLUE,DEFENSE,0,0,4,9,NONE,4,2023/2024,Discord Bot,,ref biased
G008662,2024-09-07,Saturday,GYM HALL,1029,7,4,RED,P0554,Youssef Martin,BLUE,ATTACK,2,0,4,4,NONE,5,2023/2024,phone,,
G012655,2025-10-31,Friday,YNOV TOULOUSE,322,7,1,RED,P0294,Sarah Schmidt,RED,DEFENSE,5,0,0,1,NONE,6,2024/2025,GoPro,,
G009337,2023-01-09,Monday,CAFETERIA (1ST FLOOR),668,7,4,RED,P0314,Julien Morel,BLUE,DEFENSE,1,0,1,5,NONE,7,2023/2024,admin,3,rage quit
G015304,2025-09-03,Wednesday,SALLE POLYVALENTE,386,3,8,BLUE,P0782,Sam Rossi,BLUE,DEFENSE,1,0,2,6,PLAYER1,,2024/2025,referee,3,spectacular assist
G009418,2024-05-29,Wednesday,SALLE POLYVALENTE,540,4,1,RED,P0326,Lena Garcia,BLUE,DEFENSE,1,0,5,0,YES,2,2024/2025,auto_recorder,,
G001648,2023-02-11,Saturday,SALLE POLYVALENTE,1037,4,9,BLUE,P0430,Hugo Muller,BLUE,ATTACK,2,0,3,9,NONE,,2024/2025,camera,,team spirit high
G004069,2023-05-06,Saturday,GYM HALL,621,8,5,RED,P0435,Julien Leroy,BLUE,DEFENSE,3,0,4,9,NONE,2,2024/2025,player phone,,
G008388,2023-02-17,Friday,SALLE POLYVALENTE,982,4,2,RED,P0195,Mila Thomas,RED,DEFENSE,0,0,5,8,NONE,,2024/2025,phone,2,beer spilled
G011795,2023-05-22,Monday,GYM HALL,866,4,6,BLUE,P0750,Mateo Bernard,BLUE,DEFENSE,5,0,3,9,YES,3,2024/2025,auto_recorder,2,ref biased
G015051,2023-12-25,Monday,CAFETERIA (1ST FLOOR),1200,1,7,BLUE,P0270,Casey Garnier,BLUE,DEFENSE,7,0,3,5,NO,5,2025,GoPro,4,8 goals in one minute
G020423,2024-04-01,Monday,LAB 204,1593,2,1,RED,P0782,Sam Rossi,BLUE,ATTACK,0,0,1,1,NONE,6,2024/2025,auto_recorder,3,beer spilled
G020977,2025-12-13,Saturday,YNOV TOULOUSE,787,7,7,DRAW,P0275,Maria Garcia,RED,ATTACK,4,0,4,0,NONE,,2024/2025,camera,,rage quit
G022417,2023-05-24,Wednesday,STUDENT HOUSE,3439,9,8,RED,P0799,Sarah Bernard,RED,ATTACK,2,0,1,4,RILEY DURAND,4,2024/2025,referee,5,spectacular assist
G010625,2024-11-15,Friday,LAB 204,501,7,5,RED,P0539,Chris Andre,BLUE,DEFENSE,5,0,0,6,NONE,,2024/2025,GoPro,3,8 goals in one minute
G015051,2023-12-25,Monday,CAFETERIA (1ST FLOOR),1200,1,7,BLUE,P0167,Maria Durand,BLUE,ATTACK,2,0,3,6,NO,5,2025,GoPro,4,ref biased
G019789,2025-11-13,Thursday,YNOV TOULOUSE,470,5,7,BLUE,P0769,Eric Rousseau,BLUE,DEFENSE,0,0,4,2,EMMA GARCIA,,2025,Discord Bot,1,
G007629,2023-10-06,Friday,LAB 204,2030,2,0,RED,P0268,Pierre Blanc,RED,ATTACK,0,0,5,5,NONE,6,2023/2024,auto_recorder,1,
G020019,2023-02-14,Tuesday,GYM HALL,623,4,10,BLUE,P0449,Hugo Silva,RED,DEFENSE,4,0,5,3,AVA PETIT,4,2023/2024,admin,1,table slippery
G003251,2023-04-03,Monday,GYM HALL,1140,2,3,BLUE,P0219,Jamie Lopez,BLUE,DEFENSE,0,0,2,8,LEO GARNIER,6,2024/2025,camera,,spectacular assist
G012269,2023-07-18,Tuesday,YNOV TOULOUSE,540,8,7,RED,P0361,Ava Nakamura,BLUE,DEFENSE,6,0,5,0,NONE,,2024/2025,Discord Bot,,rage quit
G013144,2025-01-15,Wednesday,LAB 204,352,2,0,RED,P0587,Chris Richard,RED,DEFENSE,2,0,5,4,NONE,8,2024/2025,camera,1,ref biased
G008734,2023-08-13,Sunday,YNOV TOULOUSE,948,6,7,BLUE,P0587,Chris Richard,RED,DEFENSE,4,0,4,9,SAM FAURE,,2025,auto_recorder,,team spirit high
G024418,2023-07-17,Monday,BAR LE FOOS,802,0,9,BLUE,P0766,Maria Moreau,BLUE,ATTACK,4,0,2,9,HUGO GARNIER,7,2023/2024,player phone,3,
G022113,2024-05-07,Tuesday,LAB 204,850,8,4,RED,P0625,Ana Bernard,RED,DEFENSE,0,0,3,8,NONE,6,2023/2024,player phone,4,spectacular assist
G008445,2023-04-29,Saturday,SALLE POLYVALENTE,2839,8,1,RED,P0009,Liam Girard,BLUE,DEFENSE,0,0,3,3,NONE,7,2024/2025,referee,1,team spirit high
G006455,2025-06-15,Sunday,YNOV TOULOUSE,420,10,5,RED,P0052,Pierre Garnier,BLUE,DEFENSE,3,0,3,0,NONE,5,2024/2025,phone,,
G022710,2024-04-03,Wednesday,GYM HALL,552,0,4,BLUE,P0078,Maria Bianchi,RED,ATTACK,0,0,5,1,YES,6,2024/2025,admin,5,rage quit
G008387,2023-09-07,Thursday,CAMPUS - CAFETERIA,3051,9,3,RED,P0600,Julie Leroy,RED,DEFENSE,0,0,3,9,NONE,6,2024/2025,Discord Bot,3,spectacular assist
G017764,2023-08-18,Friday,SALLE POLYVALENTE,571,2,1,RED,P0032,Mateo Silva,RED,DEFENSE,2,0,1,4,NONE,4,2024/2025,GoPro,3,ref biased
G007361,2025-02-26,Wednesday,GYM HALL,1227,10,0,RED,P0350,Lena Blanc,RED,DEFENSE,0,0,0,5,NONE,4,2025,camera,2,8 goals in one minute
G007196,2025-09-04,Thursday,YNOV TOULOUSE,880,9,7,RED,P0054,Noah Kim,RED,DEFENSE,8,0,2,6,PLAYER1,3,2024/2025,referee,3,no comment
G015616,2024-05-26,Sunday,YNOV TOULOUSE,808,7,9,BLUE,P0499,Ava Schmidt,BLUE,DEFENSE,7,0,5,3,NONE,2,2024/2025,auto_recorder,,
G006030,2025-03-08,Saturday,YNOV TOULOUSE,900,10,4,RED,P0434,Maya Garcia,BLUE,ATTACK,0,0,5,2,NONE,4,2023/2024,player phone,4,
G004112,2024-02-06,Tuesday,CAFETERIA (1ST FLOOR),810,3,9,BLUE,P0152,Eric Martin,RED,DEFENSE,1,0,2,3,NONE,8,2024/2025,player phone,5,ref biased
G011208,2024-03-21,Thursday,GYM HALL,600,3,2,RED,P0373,Olivia Garcia,BLUE,DEFENSE,0,2,5,1,NONE,3,2023/2024,player phone,,amazing comeback!
G003778,2024-06-03,Monday,GYM HALL,1080,5,5,DRAW,P0473,Sofia Bernard,BLUE,DEFENSE,5,0,2,5,NONE,6,2024/2025,referee,,
G019557,2024-11-19,Tuesday,YNOV TOULOUSE,387,10,3,RED,P0043,Taylor Andre,RED,DEFENSE,0,0,4,1,NO,4,2023/2024,referee,1,beer spilled
G024082,2025-05-07,Wednesday,STUDENT HOUSE,1275,9,1,RED,P0377,Jordan Moreau,RED,DEFENSE,8,0,3,5,NONE,8,2025,camera,,rage quit
G020079,2023-01-27,Friday,CAFETERIA (1ST FLOOR),465,1,7,BLUE,P0085,Lucas Girard,RED,ATTACK,1,0,2,3,NONE,2,2024/2025,GoPro,4,table slippery
G015938,2025-05-12,Monday,CAFETERIA (1ST FLOOR),2516,3,2,RED,P0349,Paul Clement,RED,ATTACK,3,0,4,5,NONE,4,2024/2025,camera,,close match
G002559,2023-02-11,Saturday,YNOV TOULOUSE,945,8,1,RED,P0580,Youssef Bernard,RED,DEFENSE,7,0,5,1,PLAYER1,3,2024/2025,referee,,beer spilled
G013600,2025-10-13,Monday,LAB 204,370,7,7,DRAW,P0380,Pierre Leroy,RED,ATTACK,0,0,3,8,NONE,3,2024/2025,admin,4,rage quit
G020326,2024-04-01,Monday,GYM HALL,600,9,10,BLUE,P0463,Chloe Moreau,RED,DEFENSE,8,0,2,10,NONE,5,2024/2025,phone,1,
G000811,2023-11-20,Monday,YNOV TOULOUSE,972,9,10,BLUE,P0328,Ava Leroy,BLUE,ATTACK,8,0,0,2,AVA BERNARD,7,2023/2024,referee,5,beer spilled
G022417,2023-05-24,Wednesday,STUDENT HOUSE,3439,9,8,RED,P0044,Leo Clement,RED,ATTACK,7,0,1,9,RILEY DURAND,4,2024/2025,referee,5,team spirit high
G015342,2025-04-19,Saturday,STUDENT HOUSE,1439,0,7,BLUE,P0606,Riley Faure,BLUE,DEFENSE,0,0,1,10,NONE,7,2025,referee,,team spirit high
